type,text
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
ham,How much did ur hdd casing cost.
ham,Wishing you and your family Merry X mas and HAPPY NEW Year in advance..
ham,Indeed and by the way it was either or - not both !
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
ham,Stupid auto correct on my phone
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
ham,U need my presnts always bcz U cant mis love. jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....
ham,For my family happiness..
ham,None of that's happening til you get here though
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,Now got tv 2 watch meh? U no work today?
ham,IM GONNA MISS U SO MUCH
ham,Yes see ya not on the dot
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
ham,I could ask carlos if we could get more if anybody else can chip in
ham,"Aight, I'll text you when I'm back"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
ham,Long beach lor. Expected... U having dinner now?
ham,No:-)i got rumour that you going to buy apartment in chennai:-)
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
ham,Which is weird because I know I had it at one point
ham,"Goodmorning,my grandfather expired..so am on leave today."
ham,What was she looking for?
ham,"As in missionary hook up, doggy hook up, standing...|"
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
ham,I anything lor...
ham,Aiyah ok wat as long as got improve can already wat...
spam,"For ur chance to win a Â£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
spam,"Your free ringtone is waiting to be collected. Simply text the password MIX to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham,A boy was late 2 home. His father: POWER OF FRNDSHIP
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
ham,K.:)you are the only girl waiting in reception ah?
ham,"Looks like you found something to do other than smoke, great job!"
ham,"Alright we'll bring it to you, see you in like  #  mins"
ham,HELLO PEACH! MY CAKE TASTS LUSH!
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
ham,Huh so late... Fr dinner?
ham,R u still working now?
ham,Ok
ham,Is toshiba portege m100 gd?
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
spam,URGENT! This is the 2nd attempt to contact U!U have WON Â£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxÂ£7. 50
ham,Wah lucky man... Then can save money... Hee...
ham,Where are you call me.
ham,Can a not?
ham,No one interested. May be some business plan.
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham,Lolnice. I went from a fish to ..water.?
ham,Idea will soon get converted to live:)
ham,Pls speak with me. I wont ask anything other then you friendship.
ham,Im good! I have been thinking about you...
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
ham,"Sorry, I can't help you on this."
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
spam,"URGENT! Last weekend's draw shows that you have won Â£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
ham,All done? All handed in? Celebrations in full swing yet?
ham,"I know where the  #  is, I'll be there around 5"
ham,I've reached home finally...
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
ham,Same as kallis dismissial in 2nd test:-).
ham,Ok.
ham,You know what hook up means right?
ham,May i call You later Pls
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over Â£1million to give away ! ppt150x3+normal text rate box403 w1t1jy
ham,Yes! How is a pretty lady like you single?
ham,Alright took the morphine. Back in yo.
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,"Call me da, i am waiting for your call."
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied Boost is d secret of my energy n instantly d girl shouted our energy n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
ham,No prob. I will send to your email.
ham,Am i that much bad to avoid like this?
ham,Where wuld I be without my baby? The thought alone mite break me and I donât wanna go crazy but everyboy needs his lady xxxxxxxx
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
ham,Sry da..jst nw only i came to home..
ham,I am great princess! What are you thinking about me? :)
ham,At home by the way
ham,Your brother is a genius
ham,"I can probably come by, everybody's done around  #  right?"
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
ham,Lol ok. I'll snatch her purse too.
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
ham,K.then any other special?
ham,u dun need to pick ur gf?
spam,Reply to win Â£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
ham,That's significant but dont worry.
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
ham,Cant think of anyone with * spare room off * top of my head
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
ham,"Found it, ENC  # , where you at?"
ham,At 7 we will go ok na.
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
ham,Guess he wants alone time. We could just show up and watch when they do..
ham,Yes we are chatting too.
ham,No message..no responce..what happend?
ham,Happy birthday... May all ur dreams come true...
ham,I will spoil you in bed as well :)
ham,Rats. Hey did u ever vote for the next themes?
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins"
ham,u thk of wat to eat tonight.
ham,K tell me anything about you.
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp Â£1.50/msg.
spam,FREE entry into our Â£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st Ur Lovely Friendship... good morning dear
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st Ur Lovely Friendship... good morning dear
ham,Huh? 6 also cannot? Then only how many mistakes?
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
ham,"And very importantly, all we discuss is between u and i only."
ham,Geeeee ... I love you so much I can barely stand it
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them & say, I'm always correct.!"
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
ham,Gokila is talking with you aha:)
ham,Dude im no longer a pisces. Im an aquarius now.
